condition_id,dataset,task,layout_id,data_size,primary_metric,primary_value,secondary_metric,secondary_value
4a,parihaka,channel facies classification,layout_004,large,test_channel_iou,0.24281526616633511,test_channel_f1,0.39075037582268862
4b,parihaka,channel facies classification,layout_000,small,test_channel_iou,0.10302175345719307,test_channel_f1,0.18679913271754203
4b,parihaka,channel facies classification,layout_000,medium,test_channel_iou,0.14033739095389916,test_channel_f1,0.24613310423243437
4b,parihaka,channel facies classification,layout_000,large,test_channel_iou,0.24215477723975601,test_channel_f1,0.38989469215399747
4b,parihaka,channel facies classification,layout_001,small,test_channel_iou,0.088579459778082542,test_channel_f1,0.16274321361187602
4b,parihaka,channel facies classification,layout_001,medium,test_channel_iou,0.16345179495457707,test_channel_f1,0.28097733943666908
4b,parihaka,channel facies classification,layout_001,large,test_channel_iou,0.2397215290618698,test_channel_f1,0.38673447777142894
4b,parihaka,channel facies classification,layout_002,small,test_channel_iou,0.12264664028703708,test_channel_f1,0.21849553703858041
4b,parihaka,channel facies classification,layout_002,medium,test_channel_iou,0.17094314414048639,test_channel_f1,0.29197513986208906
4b,parihaka,channel facies classification,layout_002,large,test_channel_iou,0.22537503856632235,test_channel_f1,0.3678466289471819
4b,parihaka,channel facies classification,layout_003,small,test_channel_iou,0.065297100525861129,test_channel_f1,0.12258946446700851
4b,parihaka,channel facies classification,layout_003,medium,test_channel_iou,0.15715324450713195,test_channel_f1,0.27162045347601038
4b,parihaka,channel facies classification,layout_003,large,test_channel_iou,0.25115377491606244,test_channel_f1,0.40147547000433564
4b,parihaka,channel facies classification,layout_004,small,test_channel_iou,0.098695518332581278,test_channel_f1,0.17965945375360237
4b,parihaka,channel facies classification,layout_004,medium,test_channel_iou,0.1832978807482844,test_channel_f1,0.30980851690932121
4b,parihaka,channel facies classification,layout_004,large,test_channel_iou,0.20811109259416988,test_channel_f1,0.34452310531690283
5,parihaka,channel facies classification,layout_000,small,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_000,medium,test_channel_iou,0.076381626961003396,test_channel_f1,0.14192294823287738
5,parihaka,channel facies classification,layout_000,large,test_channel_iou,0.18995434762241395,test_channel_f1,0.31926325241292136
5,parihaka,channel facies classification,layout_001,small,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_001,medium,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_001,large,test_channel_iou,0.17817125620702925,test_channel_f1,0.30245391791449516
5,parihaka,channel facies classification,layout_002,small,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_002,medium,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_002,large,test_channel_iou,0.16691139737570851,test_channel_f1,0.28607381460336928
5,parihaka,channel facies classification,layout_003,small,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_003,medium,test_channel_iou,0.12137237861249767,test_channel_f1,0.21647114005550017
5,parihaka,channel facies classification,layout_003,large,test_channel_iou,0.17680862143226653,test_channel_f1,0.3004883176621817
5,parihaka,channel facies classification,layout_004,small,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_004,medium,test_channel_iou,0,test_channel_f1,0
5,parihaka,channel facies classification,layout_004,large,test_channel_iou,0.23524791401363729,test_channel_f1,0.38089182154415707
6a,parihaka,channel facies classification,layout_000,small,test_channel_iou,0.14479563684395538,test_channel_f1,0.25296329263297529
6a,parihaka,channel facies classification,layout_000,medium,test_channel_iou,0.17565929933721655,test_channel_f1,0.29882687856293966
6a,parihaka,channel facies classification,layout_000,large,test_channel_iou,0.20870266459167383,test_channel_f1,0.34533334078845296
6a,parihaka,channel facies classification,layout_001,small,test_channel_iou,0,test_channel_f1,0
6a,parihaka,channel facies classification,layout_001,medium,test_channel_iou,0.21011762569215128,test_channel_f1,0.34726810225901839
6a,parihaka,channel facies classification,layout_001,large,test_channel_iou,0.22690713745676583,test_channel_f1,0.36988477861025021
6a,parihaka,channel facies classification,layout_002,small,test_channel_iou,0.0019373214360947821,test_channel_f1,0.0038671509577425153
6a,parihaka,channel facies classification,layout_002,medium,test_channel_iou,0,test_channel_f1,0
6a,parihaka,channel facies classification,layout_002,large,test_channel_iou,0.25875892021971597,test_channel_f1,0.41113340459911046
6a,parihaka,channel facies classification,layout_003,small,test_channel_iou,0,test_channel_f1,0
6a,parihaka,channel facies classification,layout_003,medium,test_channel_iou,0.16598699845514506,test_channel_f1,0.2847150074144339
6a,parihaka,channel facies classification,layout_003,large,test_channel_iou,0.24749218200447162,test_channel_f1,0.39678353992856447
6a,parihaka,channel facies classification,layout_004,small,test_channel_iou,0.14979124073023642,test_channel_f1,0.2605538038976597
6a,parihaka,channel facies classification,layout_004,medium,test_channel_iou,0,test_channel_f1,0
6a,parihaka,channel facies classification,layout_004,large,test_channel_iou,0.29573909746114174,test_channel_f1,0.45647939163155604
6b,parihaka,channel facies classification,layout_000,small,test_channel_iou,0.1455310589959104,test_channel_f1,0.25408487679674507
6b,parihaka,channel facies classification,layout_000,medium,test_channel_iou,0,test_channel_f1,0
6b,parihaka,channel facies classification,layout_000,large,test_channel_iou,0.20797734991521366,test_channel_f1,0.34433981718251805
6b,parihaka,channel facies classification,layout_001,small,test_channel_iou,0,test_channel_f1,0
6b,parihaka,channel facies classification,layout_001,medium,test_channel_iou,0.18098427168396372,test_channel_f1,0.30649734466979567
6b,parihaka,channel facies classification,layout_001,large,test_channel_iou,0.17442157086964261,test_channel_f1,0.29703400413615683
6b,parihaka,channel facies classification,layout_002,small,test_channel_iou,0,test_channel_f1,0
6b,parihaka,channel facies classification,layout_002,medium,test_channel_iou,0.13441731669370671,test_channel_f1,0.23698036818667406
6b,parihaka,channel facies classification,layout_002,large,test_channel_iou,0.27208229061592093,test_channel_f1,0.42777466933241121
6b,parihaka,channel facies classification,layout_003,small,test_channel_iou,0,test_channel_f1,0
6b,parihaka,channel facies classification,layout_003,medium,test_channel_iou,0.16425860038061735,test_channel_f1,0.28216858407044315
6b,parihaka,channel facies classification,layout_003,large,test_channel_iou,0.25217333248075108,test_channel_f1,0.4027770372351826
6b,parihaka,channel facies classification,layout_004,small,test_channel_iou,0.17323174421110765,test_channel_f1,0.29530695033757437
6b,parihaka,channel facies classification,layout_004,medium,test_channel_iou,0.19162311780962968,test_channel_f1,0.32161698601796151
6b,parihaka,channel facies classification,layout_004,large,test_channel_iou,0.19373213653837865,test_channel_f1,0.32458225862992862
1,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,11.385316098939317,test_macro_within_2_samples,0.41192594342936334
1,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,9.3889737768212136,test_macro_within_2_samples,0.419386523441242
1,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,6.7412557347624498,test_macro_within_2_samples,0.48471034531207097
1,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,11.465009571756921,test_macro_within_2_samples,0.2362734140998704
1,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,7.9352203100377476,test_macro_within_2_samples,0.46763824936295773
1,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,5.8284560921108692,test_macro_within_2_samples,0.65179361744250652
1,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,11.616562068544519,test_macro_within_2_samples,0.36163185020085198
1,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,9.4623021233553306,test_macro_within_2_samples,0.36132274895742195
1,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,5.0757138979937206,test_macro_within_2_samples,0.65201969562468476
1,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,11.502404506219468,test_macro_within_2_samples,0.23000070250282598
1,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,9.3926997064325271,test_macro_within_2_samples,0.52491905251527948
1,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,6.062378774371683,test_macro_within_2_samples,0.63874494676944482
1,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,13.084560270542045,test_macro_within_2_samples,0.278482338440316
1,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,9.598592874646803,test_macro_within_2_samples,0.44795922929053605
1,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,5.5853011162610242,test_macro_within_2_samples,0.61496075563758512
2a,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,10.932055056685067,test_macro_within_2_samples,0.16299215112751703
2a,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,9.4761238507087455,test_macro_within_2_samples,0.47267838781987825
2a,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,4.7325002324577117,test_macro_within_2_samples,0.61379587822432824
2a,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,11.018892674837636,test_macro_within_2_samples,0.49192057886232854
2a,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,7.8658148213121946,test_macro_within_2_samples,0.53701231934501192
2a,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,5.1431354576033801,test_macro_within_2_samples,0.63144402649074294
2a,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,9.9212790376150348,test_macro_within_2_samples,0.47445508133066799
2a,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,8.472504923522612,test_macro_within_2_samples,0.56276990477893507
2a,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,4.5027957088166204,test_macro_within_2_samples,0.66745304407247263
2a,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,11.762937648689363,test_macro_within_2_samples,0.32463932866275397
2a,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,9.3857986736791545,test_macro_within_2_samples,0.47087359419604935
2a,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,6.126922685887461,test_macro_within_2_samples,0.6315181086069368
2a,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,13.756271320421291,test_macro_within_2_samples,0.34638370704354882
2a,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,9.2887293916392881,test_macro_within_2_samples,0.48371917768851019
2a,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,5.9587420923683698,test_macro_within_2_samples,0.59855923056781379
2b,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,11.683468826159565,test_macro_within_2_samples,0.23275834541425314
2b,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,9.2333761062642061,test_macro_within_2_samples,0.39679786439140907
2b,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,4.7304474048657497,test_macro_within_2_samples,0.65534572718622075
2b,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,9.5706949206101957,test_macro_within_2_samples,0.35189132919921062
2b,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,7.7894678180611479,test_macro_within_2_samples,0.50493348575515873
2b,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,5.2384531389047408,test_macro_within_2_samples,0.65594477050509958
2b,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,10.684696392314326,test_macro_within_2_samples,0.21718705095700047
2b,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,8.0278607831770188,test_macro_within_2_samples,0.48601827784625418
2b,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,5.0526702142394129,test_macro_within_2_samples,0.64429344181680004
2b,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,11.006120445715467,test_macro_within_2_samples,0.38673291481195271
2b,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,9.0900885943595746,test_macro_within_2_samples,0.46861281237426794
2b,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,6.1482824347718887,test_macro_within_2_samples,0.59612601623420169
2b,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,13.819642807483067,test_macro_within_2_samples,0.35917564486566234
2b,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,9.9536609157469851,test_macro_within_2_samples,0.40931518747245865
2b,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,5.5073532459497319,test_macro_within_2_samples,0.60119297752629597
3,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,17.904082050880042,test_macro_within_2_samples,0.15611400982226678
3,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,13.617478952840083,test_macro_within_2_samples,0.35724823256675375
3,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,10.540862849969145,test_macro_within_2_samples,0.4459922213777997
3,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,17.749394100589697,test_macro_within_2_samples,0.33486266069752146
3,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,12.941065114605877,test_macro_within_2_samples,0.44527822305103359
3,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,10.534388183933652,test_macro_within_2_samples,0.5083093311534459
3,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,14.91171517083105,test_macro_within_2_samples,0.28341901739013814
3,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,13.087960350151757,test_macro_within_2_samples,0.39511952127625605
3,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,9.9569225484615949,test_macro_within_2_samples,0.51846113562775009
3,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,18.676857315907089,test_macro_within_2_samples,0.35896617129573449
3,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,13.56258500025371,test_macro_within_2_samples,0.40049941564537661
3,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,10.879224892549624,test_macro_within_2_samples,0.51847646296213501
3,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,15.333894915110045,test_macro_within_2_samples,0.29193590619671356
3,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,14.420158488697638,test_macro_within_2_samples,0.37166103600007661
3,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,11.403063990882007,test_macro_within_2_samples,0.49747546029901085
4a,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,18.147693997209398,test_macro_within_2_samples,0.12690649687386241
4a,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,11.822992307855998,test_macro_within_2_samples,0.42173543743573694
4a,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,10.007829356887102,test_macro_within_2_samples,0.46266708391076933
4a,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,17.822832990829944,test_macro_within_2_samples,0.28980285216147345
4a,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,12.415858440694317,test_macro_within_2_samples,0.47483954196815753
4a,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,8.5335961098145141,test_macro_within_2_samples,0.55614594176890209
4a,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,13.908888973475978,test_macro_within_2_samples,0.40431464462936589
4a,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,12.338506933164663,test_macro_within_2_samples,0.43350555296551996
4a,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,9.4841076607689931,test_macro_within_2_samples,0.53696122823039549
4a,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,16.739967831261144,test_macro_within_2_samples,0.1990433188788055
4a,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,13.642381995958962,test_macro_within_2_samples,0.375476264984066
4a,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,9.240440448082671,test_macro_within_2_samples,0.56259747226710433
4a,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,15.80955520376224,test_macro_within_2_samples,0.25702662485710459
4a,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,13.860431203628201,test_macro_within_2_samples,0.45671241450221289
4a,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,10.081916559272628,test_macro_within_2_samples,0.47871097117822503
4b,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,16.627890639781,test_macro_within_2_samples,0.29301903782658395
4b,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,11.974606113669299,test_macro_within_2_samples,0.38818390246706225
4b,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,10.642426266375477,test_macro_within_2_samples,0.48430417095086958
4b,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,16.280083430957568,test_macro_within_2_samples,0.3663194599669185
4b,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,12.757446357822209,test_macro_within_2_samples,0.45819916593755394
4b,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,9.2747397505031035,test_macro_within_2_samples,0.56900557531788254
4b,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,14.756647519135345,test_macro_within_2_samples,0.3456198948800317
4b,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,12.178025031100594,test_macro_within_2_samples,0.41990893008819602
4b,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,9.9063519742350117,test_macro_within_2_samples,0.51984187300026186
4b,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,17.025443648870528,test_macro_within_2_samples,0.19248705159563934
4b,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,14.214770286175479,test_macro_within_2_samples,0.3789785608910291
4b,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,10.123967634942037,test_macro_within_2_samples,0.49182989213388428
4b,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,15.026443844051432,test_macro_within_2_samples,0.33464169162680496
4b,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,12.580911343619476,test_macro_within_2_samples,0.39895646398395745
4b,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,10.815804586484036,test_macro_within_2_samples,0.53305914435155788
5,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,20.841244879927523,test_macro_within_2_samples,0.19128641040215097
5,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,16.125047844985893,test_macro_within_2_samples,0.30573817081036891
5,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,11.237900881812555,test_macro_within_2_samples,0.51340056072498297
5,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,20.232831128268185,test_macro_within_2_samples,0.24596795309835678
5,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,14.273502903736556,test_macro_within_2_samples,0.36454276645612865
5,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,10.054474830272971,test_macro_within_2_samples,0.53045222022824956
5,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,17.500024352085212,test_macro_within_2_samples,0.29336901196170723
5,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,15.831053184687169,test_macro_within_2_samples,0.3535249675890742
5,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,11.888028196962882,test_macro_within_2_samples,0.44704597561676562
5,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,19.687096607600505,test_macro_within_2_samples,0.21192722070722875
5,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,16.799596216636854,test_macro_within_2_samples,0.2989532707892939
5,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,11.82903784672855,test_macro_within_2_samples,0.51459226097341348
5,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,19.601114760550438,test_macro_within_2_samples,0.25004630132262123
5,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,16.295755980323484,test_macro_within_2_samples,0.35402566051231615
5,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,12.356212239771475,test_macro_within_2_samples,0.45918011533819125
6a,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,14.259752057196954,test_macro_within_2_samples,0.20856414808759571
6a,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,10.30882381951959,test_macro_within_2_samples,0.48910673572482322
6a,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,7.2027235045733038,test_macro_within_2_samples,0.56317097002867489
6a,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,12.575409577265182,test_macro_within_2_samples,0.34581659567130529
6a,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,10.644222830740626,test_macro_within_2_samples,0.46540939948781157
6a,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,7.0398021910703905,test_macro_within_2_samples,0.58224711494862147
6a,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,12.691158822161958,test_macro_within_2_samples,0.33917985988261817
6a,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,10.82468291179401,test_macro_within_2_samples,0.43566415255806817
6a,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,6.9837419475987774,test_macro_within_2_samples,0.58914313814398755
6a,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,13.809932615671979,test_macro_within_2_samples,0.22997515694551768
6a,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,11.430526617142295,test_macro_within_2_samples,0.39261988849364232
6a,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,7.8164247557168665,test_macro_within_2_samples,0.56484292675450087
6a,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,14.756896473563666,test_macro_within_2_samples,0.33513855271645066
6a,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,11.796602502699372,test_macro_within_2_samples,0.43772440175497973
6a,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,7.8904203478733619,test_macro_within_2_samples,0.53768416750221915
6b,volve,five-horizon estimation,layout_000,small,test_macro_mae_samples,14.337427153765521,test_macro_within_2_samples,0.26185728974409733
6b,volve,five-horizon estimation,layout_000,medium,test_macro_mae_samples,10.282880259575169,test_macro_within_2_samples,0.457807041632872
6b,volve,five-horizon estimation,layout_000,large,test_macro_mae_samples,6.936781384949894,test_macro_within_2_samples,0.56602568605787351
6b,volve,five-horizon estimation,layout_001,small,test_macro_mae_samples,14.271753970983914,test_macro_within_2_samples,0.27673629959829615
6b,volve,five-horizon estimation,layout_001,medium,test_macro_mae_samples,10.933881958738288,test_macro_within_2_samples,0.46271306591392419
6b,volve,five-horizon estimation,layout_001,large,test_macro_mae_samples,7.5720436143210348,test_macro_within_2_samples,0.56713308596718681
6b,volve,five-horizon estimation,layout_002,small,test_macro_mae_samples,13.028150672240447,test_macro_within_2_samples,0.28831993255972865
6b,volve,five-horizon estimation,layout_002,medium,test_macro_mae_samples,11.381308822606012,test_macro_within_2_samples,0.40255583300869191
6b,volve,five-horizon estimation,layout_002,large,test_macro_mae_samples,8.1438186012189568,test_macro_within_2_samples,0.5310423226020704
6b,volve,five-horizon estimation,layout_003,small,test_macro_mae_samples,14.874238558721155,test_macro_within_2_samples,0.29295645121117875
6b,volve,five-horizon estimation,layout_003,medium,test_macro_mae_samples,11.556872266092128,test_macro_within_2_samples,0.46006271434319179
6b,volve,five-horizon estimation,layout_003,large,test_macro_mae_samples,8.2502911518409459,test_macro_within_2_samples,0.55960736478417206
6b,volve,five-horizon estimation,layout_004,small,test_macro_mae_samples,14.044740551124942,test_macro_within_2_samples,0.32589489280445505
6b,volve,five-horizon estimation,layout_004,medium,test_macro_mae_samples,12.363121176617142,test_macro_within_2_samples,0.36332424337252445
6b,volve,five-horizon estimation,layout_004,large,test_macro_mae_samples,8.9212317052086085,test_macro_within_2_samples,0.52216779599317942
